Instrument_ID,market_max,market_min,max_limit_orders,min_limit_orders
l2112-P-6500,1000,1,1000,1
pg2112-C-3300,1000,1,1000,1
pg2112-C-3350,1000,1,1000,1
pg2112-C-3400,1000,1,1000,1
pg2112-C-3450,1000,1,1000,1
pg2112-C-3500,1000,1,1000,1
pg2112-C-3550,1000,1,1000,1
pg2112-C-3600,1000,1,1000,1
pg2112-C-3650,1000,1,1000,1
pg2112-C-3700,1000,1,1000,1
pg2112-C-3750,1000,1,1000,1
pg2112-C-3800,1000,1,1000,1
pg2112-C-3850,1000,1,1000,1
pg2112-C-3900,1000,1,1000,1
pg2112-C-3950,1000,1,1000,1
pg2112-C-4000,1000,1,1000,1
pg2112-C-4050,1000,1,1000,1
pg2112-C-4100,1000,1,1000,1
pg2112-C-4150,1000,1,1000,1
i2112-C-720,1000,1,1000,1
i2112-P-720,1000,1,1000,1
i2201-C-700,1000,1,1000,1
i2201-C-710,1000,1,1000,1
i2201-C-720,1000,1,1000,1
i2201-P-700,1000,1,1000,1
i2201-P-710,1000,1,1000,1
i2201-P-720,1000,1,1000,1
v2201-C-8200,1000,1,1000,1
v2201-P-8200,1000,1,1000,1
CF201C17000,100,1,100,1
CF201P17000,100,1,100,1
eb2112,1000,1,1000,1
eg2112,1000,1,1000,1
jd2112,300,1,300,1
pg2112,1000,1,1000,1
l2201-C-9000,1000,1,1000,1
l2201-P-9000,1000,1,1000,1
IO2109-C-6400,0,1,20,1
IO2109-P-6400,0,1,20,1
IO2112-C-6400,0,1,20,1
IO2112-P-6400,0,1,20,1
c2201-C-2340,100,1,100,1
c2201-P-2340,100,1,100,1
pg2201-C-4600,1000,1,1000,1
pg2201-C-4650,1000,1,1000,1
pg2201-P-4600,1000,1,1000,1
pg2112-C-4200,1000,1,1000,1
pg2112-C-4250,1000,1,1000,1
pg2112-C-4300,1000,1,1000,1
pg2112-C-4350,1000,1,1000,1
pg2112-C-4400,1000,1,1000,1
pg2112-C-4450,1000,1,1000,1
pg2112-C-4500,1000,1,1000,1
pg2112-C-4550,1000,1,1000,1
pg2112-P-3300,1000,1,1000,1
pg2112-P-3350,1000,1,1000,1
pg2112-P-3400,1000,1,1000,1
pg2112-P-3450,1000,1,1000,1
pg2112-P-3500,1000,1,1000,1
pg2112-P-3550,1000,1,1000,1
pg2112-P-3600,1000,1,1000,1
pg2112-P-3650,1000,1,1000,1
pg2112-P-3700,1000,1,1000,1
pg2112-P-3750,1000,1,1000,1
pg2112-P-3800,1000,1,1000,1
pg2112-P-3850,1000,1,1000,1
pg2112-P-3900,1000,1,1000,1
pg2112-P-3950,1000,1,1000,1
pg2112-P-4000,1000,1,1000,1
pg2112-P-4050,1000,1,1000,1
pg2112-P-4100,1000,1,1000,1
TA109C4550,100,1,100,1
TA109P4550,100,1,100,1
TA112C4750,100,1,100,1
TA112P4750,100,1,100,1
TA201C4750,100,1,100,1
TA201P4750,100,1,100,1
pg2201-C-4550,1000,1,1000,1
pg2201-P-4550,1000,1,1000,1
v2110-C-8400,1000,1,1000,1
v2110-P-8400,1000,1,1000,1
cu2109C65000,30,1,100,1
cu2109P65000,30,1,100,1
CF109C17000,100,1,100,1
CF109P17000,100,1,100,1
c2109-C-2940,100,1,100,1
c2109-P-2940,100,1,100,1
l2112-C-6600,1000,1,1000,1
l2112-P-6600,1000,1,1000,1
pp2111-C-6900,1000,1,1000,1
pp2111-P-6900,1000,1,1000,1
pg2201-P-4650,1000,1,1000,1
v2201-C-8300,1000,1,1000,1
v2201-P-8300,1000,1,1000,1
pg2112-P-4150,1000,1,1000,1
pg2112-P-4200,1000,1,1000,1
pg2112-P-4250,1000,1,1000,1
pg2112-P-4300,1000,1,1000,1
pg2112-P-4350,1000,1,1000,1
pg2112-P-4400,1000,1,1000,1
pg2112-P-4450,1000,1,1000,1
pg2112-P-4500,1000,1,1000,1
pg2112-P-4550,1000,1,1000,1
pp2111-C-6800,1000,1,1000,1
pp2111-P-6800,1000,1,1000,1
cu2110C66000,30,1,100,1
cu2110C67000,30,1,100,1
cu2110P66000,30,1,100,1
cu2110P67000,30,1,100,1
CF109C17200,100,1,100,1
CF109C17400,100,1,100,1
CF109P17200,100,1,100,1
CF109P17400,100,1,100,1
CF201C17400,100,1,100,1
CF201P17400,100,1,100,1
TA109C4350,100,1,100,1
TA109P4350,100,1,100,1
v2111-P-8300,1000,1,1000,1
v2111-P-8400,1000,1,1000,1
v2111-P-8500,1000,1,1000,1
v2201-C-8400,1000,1,1000,1
v2201-P-8400,1000,1,1000,1
l2201-C-9100,1000,1,1000,1
l2201-P-9100,1000,1,1000,1
pp2112-C-9300,1000,1,1000,1
pp2112-P-9300,1000,1,1000,1
v2110-C-8500,1000,1,1000,1
v2110-P-8500,1000,1,1000,1
v2111-C-6800,1000,1,1000,1
v2111-C-6900,1000,1,1000,1
v2111-C-7000,1000,1,1000,1
v2111-C-7100,1000,1,1000,1
v2111-C-7200,1000,1,1000,1
v2111-C-7300,1000,1,1000,1
v2111-C-7400,1000,1,1000,1
l2110-C-9100,1000,1,1000,1
l2110-C-9200,1000,1,1000,1
l2110-P-9100,1000,1,1000,1
l2110-P-9200,1000,1,1000,1
l2111-C-9100,1000,1,1000,1
l2111-P-9100,1000,1,1000,1
l2112-C-9100,1000,1,1000,1
l2112-P-9100,1000,1,1000,1
v2111-C-7500,1000,1,1000,1
c2109-C-3080,100,1,100,1
c2109-P-3080,100,1,100,1
c2111-C-2940,100,1,100,1
c2111-P-2940,100,1,100,1
c2111-C-3080,100,1,100,1
c2111-P-3080,100,1,100,1
m2109-C-4000,100,1,100,1
m2109-P-4000,100,1,100,1
pp2111-C-6700,1000,1,1000,1
pp2111-P-6700,1000,1,1000,1
MA109C2150,100,1,100,1
MA109P2150,100,1,100,1
RM109C3100,100,1,100,1
RM109C3150,100,1,100,1
pg2110-C-4650,1000,1,1000,1
pg2110-C-4700,1000,1,1000,1
pg2110-P-4650,1000,1,1000,1
pg2110-P-4700,1000,1,1000,1
pg2111-C-4750,1000,1,1000,1
pg2111-P-4750,1000,1,1000,1
MA111C2150,100,1,100,1
MA111C2175,100,1,100,1
MA111C2200,100,1,100,1
MA111P2150,100,1,100,1
MA111P2175,100,1,100,1
MA111P2200,100,1,100,1
RM109C3250,100,1,100,1
RM109P3250,100,1,100,1
RM111C3100,100,1,100,1
RM111P3100,100,1,100,1
RM109P3100,100,1,100,1
RM109P3150,100,1,100,1
RM111C2950,100,1,100,1
RM111C3000,100,1,100,1
RM111P2950,100,1,100,1
RM111P3000,100,1,100,1
c2109-C-3040,100,1,100,1
c2109-P-3040,100,1,100,1
c2111-C-2920,100,1,100,1
c2111-P-2920,100,1,100,1
TA109C4600,100,1,100,1
TA109C4650,100,1,100,1
TA109C4700,100,1,100,1
TA109P4600,100,1,100,1
TA109P4650,100,1,100,1
TA109P4700,100,1,100,1
TA112C4800,100,1,100,1
TA112C4850,100,1,100,1
TA112P4800,100,1,100,1
TA112P4850,100,1,100,1
TA201C4800,100,1,100,1
TA201C4850,100,1,100,1
TA201P4800,100,1,100,1
TA201P4850,100,1,100,1
RM109P3400,100,1,100,1
RM111C3150,100,1,100,1
RM111C3200,100,1,100,1
RM111P3150,100,1,100,1
RM111P3200,100,1,100,1
CF201C17200,100,1,100,1
CF201P17200,100,1,100,1
SR201C4900,100,1,100,1
SR201P4900,100,1,100,1
cu2109C66000,30,1,100,1
cu2109P66000,30,1,100,1
m2109-C-3800,100,1,100,1
m2109-C-3850,100,1,100,1
m2109-P-3800,100,1,100,1
m2109-P-3850,100,1,100,1
m2111-C-3800,100,1,100,1
m2111-P-3800,100,1,100,1
m2112-C-3750,100,1,100,1
m2112-P-3750,100,1,100,1
CF109C16600,100,1,100,1
CF109P16600,100,1,100,1
cu2109C68000,30,1,100,1
cu2109P68000,30,1,100,1
cu2110C68000,30,1,100,1
cu2110P68000,30,1,100,1
CY202,1000,1,1000,1
FG202,1000,1,1000,1
MA202,1000,1,1000,1
PF202,1000,1,1000,1
SA202,1000,1,1000,1
SF202,1000,1,1000,1
SM202,1000,1,1000,1
UR202,1000,1,1000,1
CF201C17600,100,1,100,1
CF201P17600,100,1,100,1
SR201C6100,100,1,100,1
SR201P6100,100,1,100,1
RM109C3350,100,1,100,1
RM109C3400,100,1,100,1
RM109P3350,100,1,100,1
RM109C3200,100,1,100,1
RM109P3200,100,1,100,1
RM111C3050,100,1,100,1
RM111P3050,100,1,100,1
TA109C4300,100,1,100,1
TA109P4300,100,1,100,1
c2109-C-3160,100,1,100,1
c2109-P-3160,100,1,100,1
m2109-C-4100,100,1,100,1
m2109-C-4150,100,1,100,1
m2109-P-4100,100,1,100,1
m2109-P-4150,100,1,100,1
m2111-C-4000,100,1,100,1
v2111-C-7600,1000,1,1000,1
v2111-C-7700,1000,1,1000,1
v2111-C-7800,1000,1,1000,1
v2111-C-7900,1000,1,1000,1
v2111-C-8000,1000,1,1000,1
v2111-C-8100,1000,1,1000,1
v2111-C-8200,1000,1,1000,1
v2111-C-8300,1000,1,1000,1
v2111-C-8400,1000,1,1000,1
v2111-C-8500,1000,1,1000,1
v2111-P-6800,1000,1,1000,1
v2111-P-6900,1000,1,1000,1
v2111-P-7000,1000,1,1000,1
v2111-P-7100,1000,1,1000,1
v2111-P-7200,1000,1,1000,1
v2111-P-7300,1000,1,1000,1
v2111-P-7400,1000,1,1000,1
v2111-P-7500,1000,1,1000,1
v2111-P-7600,1000,1,1000,1
v2111-P-7700,1000,1,1000,1
v2111-P-7800,1000,1,1000,1
v2111-P-7900,1000,1,1000,1
v2111-P-8000,1000,1,1000,1
v2111-P-8100,1000,1,1000,1
v2111-P-8200,1000,1,1000,1
m2109-C-3900,100,1,100,1
m2109-C-3950,100,1,100,1
m2109-P-3900,100,1,100,1
m2109-P-3950,100,1,100,1
m2111-C-3850,100,1,100,1
m2111-C-3900,100,1,100,1
m2111-P-3850,100,1,100,1
m2111-P-3900,100,1,100,1
m2112-C-3800,100,1,100,1
m2112-C-3850,100,1,100,1
m2112-P-3800,100,1,100,1
m2112-P-3850,100,1,100,1
pg2112-C-4650,1000,1,1000,1
pg2112-P-4650,1000,1,1000,1
MA111C2600,100,1,100,1
MA111C2650,100,1,100,1
MA111P2600,100,1,100,1
MA111P2650,100,1,100,1
m2111-P-4000,100,1,100,1
m2112-C-3950,100,1,100,1
m2112-C-4000,100,1,100,1
m2112-P-3950,100,1,100,1
m2112-P-4000,100,1,100,1
MA109C2075,100,1,100,1
MA109P2075,100,1,100,1
pg2201-C-3200,1000,1,1000,1
pg2201-C-3250,1000,1,1000,1
pg2201-C-3300,1000,1,1000,1
pg2201-C-3350,1000,1,1000,1
pg2201-C-3400,1000,1,1000,1
pg2201-C-3450,1000,1,1000,1
pg2201-C-3500,1000,1,1000,1
pg2201-C-3550,1000,1,1000,1
pg2201-C-3600,1000,1,1000,1
pg2201-C-3650,1000,1,1000,1
pg2201-C-3700,1000,1,1000,1
pg2201-C-3750,1000,1,1000,1
cu2109C67000,30,1,100,1
cu2109P67000,30,1,100,1
CF109C16800,100,1,100,1
CF109P16800,100,1,100,1
MA111C2225,100,1,100,1
MA111C2250,100,1,100,1
MA111C2275,100,1,100,1
MA111C2300,100,1,100,1
MA111C2325,100,1,100,1
MA111C2350,100,1,100,1
MA111C2375,100,1,100,1
MA111C2400,100,1,100,1
MA111C2425,100,1,100,1
MA111C2450,100,1,100,1
MA111C2475,100,1,100,1
MA111C2500,100,1,100,1
MA111C2550,100,1,100,1
MA111P2225,100,1,100,1
MA111P2250,100,1,100,1
MA111P2275,100,1,100,1
MA111P2300,100,1,100,1
MA111P2325,100,1,100,1
MA111P2350,100,1,100,1
pg2201-C-3800,1000,1,1000,1
pg2201-C-4250,1000,1,1000,1
pg2201-C-4300,1000,1,1000,1
pg2201-C-4350,1000,1,1000,1
pg2201-C-3850,1000,1,1000,1
pg2201-P-3200,1000,1,1000,1
pg2201-P-3250,1000,1,1000,1
pg2201-P-3300,1000,1,1000,1
pg2201-P-3350,1000,1,1000,1
pg2201-C-3900,1000,1,1000,1
pg2201-C-3950,1000,1,1000,1
pg2201-C-4000,1000,1,1000,1
pg2201-P-3400,1000,1,1000,1
pg2201-P-3450,1000,1,1000,1
pg2201-P-3500,1000,1,1000,1
pg2201-P-3550,1000,1,1000,1
pg2201-C-4050,1000,1,1000,1
pg2201-P-3600,1000,1,1000,1
pg2201-P-3650,1000,1,1000,1
pg2201-C-4100,1000,1,1000,1
pg2201-C-4150,1000,1,1000,1
pg2201-C-4200,1000,1,1000,1
pg2201-P-3700,1000,1,1000,1
pg2201-P-3750,1000,1,1000,1
pg2201-P-3800,1000,1,1000,1
pp2111-C-9400,1000,1,1000,1
pp2111-C-9500,1000,1,1000,1
pp2111-P-7200,1000,1,1000,1
pp2111-P-7300,1000,1,1000,1
pp2111-P-7400,1000,1,1000,1
pp2111-P-7500,1000,1,1000,1
pp2111-P-7600,1000,1,1000,1
pp2111-P-7700,1000,1,1000,1
pp2111-P-7800,1000,1,1000,1
pp2111-P-7900,1000,1,1000,1
pp2111-P-8000,1000,1,1000,1
pp2111-P-8100,1000,1,1000,1
pp2111-P-8200,1000,1,1000,1
pp2111-P-8300,1000,1,1000,1
pp2111-P-8400,1000,1,1000,1
pp2111-P-8500,1000,1,1000,1
pp2111-P-8600,1000,1,1000,1
pp2111-P-8700,1000,1,1000,1
pp2111-P-8800,1000,1,1000,1
pp2111-P-8900,1000,1,1000,1
pp2111-P-9000,1000,1,1000,1
pp2111-P-9100,1000,1,1000,1
pp2111-P-9200,1000,1,1000,1
pp2111-P-9300,1000,1,1000,1
pp2111-P-9400,1000,1,1000,1
MA111P2375,100,1,100,1
MA111P2400,100,1,100,1
MA111P2425,100,1,100,1
MA111P2450,100,1,100,1
MA111P2475,100,1,100,1
MA111P2500,100,1,100,1
MA111P2550,100,1,100,1
SR109C5900,100,1,100,1
SR109P5900,100,1,100,1
bu2212,30,1,500,1
cu2112,30,1,500,1
hc2112,30,1,500,1
ni2112,30,1,500,1
pb2112,30,1,500,1
rb2112,30,1,500,1
sn2112,30,1,500,1
sp2112,30,1,500,1
ss2112,30,1,500,1
wr2112,30,1,500,1
zn2112,30,1,500,1
c2111-C-2300,100,1,100,1
c2111-P-2300,100,1,100,1
i2112-C-1000,1000,1,1000,1
i2112-C-1020,1000,1,1000,1
pg2201-P-3850,1000,1,1000,1
pg2201-P-3900,1000,1,1000,1
pg2201-P-3950,1000,1,1000,1
pg2201-P-4000,1000,1,1000,1
pg2201-P-4050,1000,1,1000,1
pg2201-P-4100,1000,1,1000,1
pg2201-P-4150,1000,1,1000,1
pg2201-P-4200,1000,1,1000,1
pg2201-P-4250,1000,1,1000,1
pg2201-P-4300,1000,1,1000,1
pg2201-P-4350,1000,1,1000,1
fu2202,30,1,500,1
lu2202,30,1,500,1
sc2202,30,1,500,1
c2201-C-2360,100,1,100,1
c2201-P-2360,100,1,100,1
i2201-C-730,1000,1,1000,1
i2201-P-730,1000,1,1000,1
l2201-C-8900,1000,1,1000,1
l2201-P-8900,1000,1,1000,1
pp2201-C-9200,1000,1,1000,1
pp2201-C-9300,1000,1,1000,1
pp2201-P-9200,1000,1,1000,1
pp2201-P-9300,1000,1,1000,1
PK110,1000,1,1000,1
pp2111-P-9500,1000,1,1000,1
AP112,1000,1,1000,1
CJ112,1000,1,1000,1
CY112,1000,1,1000,1
FG112,1000,1,1000,1
MA112,1000,1,1000,1
IO2109-C-6000,0,1,20,1
IO2109-P-6000,0,1,20,1
IO2112-C-6000,0,1,20,1
IO2112-P-6000,0,1,20,1
pg2109-C-4500,1000,1,1000,1
pg2109-P-4500,1000,1,1000,1
pg2110-C-4600,1000,1,1000,1
pg2110-P-4600,1000,1,1000,1
pg2111-C-4700,1000,1,1000,1
pg2111-P-4700,1000,1,1000,1
pg2112-C-4700,1000,1,1000,1
pg2112-C-4750,1000,1,1000,1
pg2112-P-4700,1000,1,1000,1
pg2112-P-4750,1000,1,1000,1
RM111C3250,100,1,100,1
i2112-C-1040,1000,1,1000,1
i2112-C-750,1000,1,1000,1
i2112-C-760,1000,1,1000,1
i2112-C-770,1000,1,1000,1
i2112-C-780,1000,1,1000,1
i2112-C-790,1000,1,1000,1
i2112-C-800,1000,1,1000,1
i2112-C-810,1000,1,1000,1
i2112-C-820,1000,1,1000,1
i2112-C-830,1000,1,1000,1
i2112-C-840,1000,1,1000,1
i2112-C-850,1000,1,1000,1
i2112-C-860,1000,1,1000,1
i2112-C-870,1000,1,1000,1
i2112-C-880,1000,1,1000,1
i2112-C-890,1000,1,1000,1
i2112-C-900,1000,1,1000,1
i2112-C-910,1000,1,1000,1
i2112-C-920,1000,1,1000,1
i2112-C-930,1000,1,1000,1
i2112-C-940,1000,1,1000,1
i2112-C-950,1000,1,1000,1
i2112-C-960,1000,1,1000,1
i2112-C-970,1000,1,1000,1
i2112-C-980,1000,1,1000,1
PK111,1000,1,1000,1
PK112,1000,1,1000,1
PK201,1000,1,1000,1
CF201C14000,100,1,100,1
CF201P14000,100,1,100,1
TA112C4550,100,1,100,1
TA112P4550,100,1,100,1
TA201C4550,100,1,100,1
TA201P4550,100,1,100,1
ZC109C550,100,1,100,1
ZC109P550,100,1,100,1
ag2202,30,1,500,1
bc2202,30,1,500,1
nr2202,30,1,500,1
al2202,30,1,500,1
PF112,1000,1,1000,1
SA112,1000,1,1000,1
SF112,1000,1,1000,1
SM112,1000,1,1000,1
UR112,1000,1,1000,1
MA109C2750,100,1,100,1
MA109P2750,100,1,100,1
TA109C4200,100,1,100,1
RM111P3250,100,1,100,1
m2111-C-4050,100,1,100,1
m2111-P-4050,100,1,100,1
ZC109C580,100,1,100,1
ZC109P580,100,1,100,1
c2201-C-2420,100,1,100,1
c2201-P-2420,100,1,100,1
m2201-C-3050,100,1,100,1
m2201-P-3050,100,1,100,1
i2112-C-990,1000,1,1000,1
i2112-P-1000,1000,1,1000,1
i2112-P-1020,1000,1,1000,1
i2112-P-1040,1000,1,1000,1
i2112-P-750,1000,1,1000,1
i2112-P-760,1000,1,1000,1
i2112-P-770,1000,1,1000,1
i2112-P-780,1000,1,1000,1
i2112-P-790,1000,1,1000,1
i2112-P-800,1000,1,1000,1
i2112-P-810,1000,1,1000,1
i2112-P-820,1000,1,1000,1
i2112-P-830,1000,1,1000,1
i2112-P-840,1000,1,1000,1
i2112-P-850,1000,1,1000,1
i2112-P-860,1000,1,1000,1
i2112-P-870,1000,1,1000,1
i2112-P-880,1000,1,1000,1
i2112-P-890,1000,1,1000,1
i2112-P-900,1000,1,1000,1
i2112-P-910,1000,1,1000,1
i2112-P-920,1000,1,1000,1
i2112-P-930,1000,1,1000,1
i2112-P-940,1000,1,1000,1
i2112-P-950,1000,1,1000,1
TA109P4200,100,1,100,1
b2112,1000,1,1000,1
bb2112,1000,1,1000,1
fb2112,1000,1,1000,1
i2112,1000,1,1000,1
j2112,500,1,500,1
jm2112,1000,1,1000,1
l2112,1000,1,1000,1
m2112,1000,1,1000,1
p2112,1000,1,1000,1
pp2112,1000,1,1000,1
rr2112,1000,1,1000,1
v2112,1000,1,1000,1
y2112,1000,1,1000,1
ZC109C570,100,1,100,1
ZC109P570,100,1,100,1
m2201-C-3000,100,1,100,1
m2201-P-3000,100,1,100,1
CF201C14200,100,1,100,1
CF201P14200,100,1,100,1
c2201-C-2380,100,1,100,1
c2201-P-2380,100,1,100,1
i2201-C-770,1000,1,1000,1
i2201-P-770,1000,1,1000,1
m2201-C-2900,100,1,100,1
m2201-C-2950,100,1,100,1
m2201-P-2900,100,1,100,1
m2201-P-2950,100,1,100,1
T2109,0,1,50,1
TF2109,0,1,50,1
TS2109,0,1,50,1
MA109C2800,100,1,100,1
MA109P2800,100,1,100,1
i2112-C-1060,1000,1,1000,1
i2112-P-1060,1000,1,1000,1
pg2109-C-4300,1000,1,1000,1
pg2109-P-4300,1000,1,1000,1
pp2111-C-7100,1000,1,1000,1
l2112-P-7900,1000,1,1000,1
l2112-P-8000,1000,1,1000,1
l2112-P-8100,1000,1,1000,1
l2112-P-8200,1000,1,1000,1
l2112-P-8300,1000,1,1000,1
l2112-P-8400,1000,1,1000,1
l2112-P-8500,1000,1,1000,1
l2112-P-8600,1000,1,1000,1
l2112-P-8700,1000,1,1000,1
l2112-P-8800,1000,1,1000,1
l2112-P-8900,1000,1,1000,1
l2112-P-9000,1000,1,1000,1
m2112-C-3550,100,1,100,1
m2112-P-3550,100,1,100,1
pg2109-C-4350,1000,1,1000,1
pg2109-C-4400,1000,1,1000,1
pg2109-P-4350,1000,1,1000,1
pg2109-P-4400,1000,1,1000,1
pg2110-C-4450,1000,1,1000,1
pp2111-P-7100,1000,1,1000,1
pp2111-C-7000,1000,1,1000,1
pp2111-P-7000,1000,1,1000,1
v2112-C-6300,1000,1,1000,1
v2112-C-6400,1000,1,1000,1
v2112-P-6300,1000,1,1000,1
v2112-P-6400,1000,1,1000,1
pg2110-P-4450,1000,1,1000,1
pg2111-C-4550,1000,1,1000,1
pg2111-P-4550,1000,1,1000,1
cu2110C63000,30,1,100,1
cu2110P63000,30,1,100,1
i2109-C-1160,1000,1,1000,1
i2109-C-1180,1000,1,1000,1
i2109-C-1200,1000,1,1000,1
i2109-P-1160,1000,1,1000,1
i2109-P-1180,1000,1,1000,1
i2109-P-1200,1000,1,1000,1
i2110-C-1140,1000,1,1000,1
i2110-C-1160,1000,1,1000,1
i2110-C-1180,1000,1,1000,1
i2110-P-1140,1000,1,1000,1
i2110-P-1160,1000,1,1000,1
i2110-P-1180,1000,1,1000,1
y2201,1000,1,1000,1
ZC109C720,100,1,100,1
p2201,1000,1,1000,1
ZC109C730,100,1,100,1
ZC109P610,100,1,100,1
ZC109P620,100,1,100,1
m2201,1000,1,1000,1
c2201,2000,1,2000,1
pp2201,1000,1,1000,1
l2201,1000,1,1000,1
v2201,1000,1,1000,1
IO2109-C-5800,0,1,20,1
IO2109-P-5800,0,1,20,1
IO2112-C-5800,0,1,20,1
IO2112-P-5800,0,1,20,1
c2109-C-2960,100,1,100,1
c2109-C-2980,100,1,100,1
c2109-C-3000,100,1,100,1
c2109-P-2960,100,1,100,1
c2109-P-2980,100,1,100,1
c2109-P-3000,100,1,100,1
c2111-C-2880,100,1,100,1
c2111-C-2900,100,1,100,1
c2111-P-2880,100,1,100,1
c2111-P-2900,100,1,100,1
i2112-C-730,1000,1,1000,1
i2112-C-740,1000,1,1000,1
i2112-P-730,1000,1,1000,1
i2112-P-740,1000,1,1000,1
m2111-C-3750,100,1,100,1
m2111-P-3750,100,1,100,1
m2112-C-3700,100,1,100,1
m2112-P-3700,100,1,100,1
pg2112-C-4600,1000,1,1000,1
pg2112-P-4600,1000,1,1000,1
l2112-C-6700,1000,1,1000,1
l2112-P-6700,1000,1,1000,1
m2109-C-3700,100,1,100,1
m2109-C-3750,100,1,100,1
m2109-P-3700,100,1,100,1
m2109-P-3750,100,1,100,1
m2111-C-3650,100,1,100,1
m2111-C-3700,100,1,100,1
m2111-P-3650,100,1,100,1
m2111-P-3700,100,1,100,1
m2112-C-3650,100,1,100,1
m2112-P-3650,100,1,100,1
ag2201,30,1,500,1
a2201,1000,1,1000,1
b2201,1000,1,1000,1
bb2201,1000,1,1000,1
fb2201,1000,1,1000,1
i2201,1000,1,1000,1
bc2201,30,1,500,1
nr2201,30,1,500,1
al2201,30,1,500,1
au2202,30,1,500,1
cu2201,30,1,500,1
hc2201,30,1,500,1
pb2201,30,1,500,1
rb2201,30,1,500,1
ru2201,30,1,500,1
sp2201,30,1,500,1
ss2201,30,1,500,1
wr2201,30,1,500,1
zn2201,30,1,500,1
IC2109,0,1,20,1
IF2109,0,1,20,1
IH2109,0,1,20,1
pp2112-P-8200,1000,1,1000,1
pp2112-P-8300,1000,1,1000,1
pp2112-P-8400,1000,1,1000,1
pp2112-P-8500,1000,1,1000,1
pp2112-P-8600,1000,1,1000,1
pp2112-P-8700,1000,1,1000,1
pp2112-P-8800,1000,1,1000,1
pp2112-P-8900,1000,1,1000,1
pp2112-P-9000,1000,1,1000,1
pp2112-P-9100,1000,1,1000,1
v2201-C-8100,1000,1,1000,1
v2201-P-8100,1000,1,1000,1
c2201-C-2400,100,1,100,1
c2201-P-2400,100,1,100,1
pg2112-C-3200,1000,1,1000,1
pg2112-C-3250,1000,1,1000,1
pg2112-P-3200,1000,1,1000,1
pg2112-P-3250,1000,1,1000,1
pp2112-C-6900,1000,1,1000,1
pp2112-C-7000,1000,1,1000,1
pp2112-C-7100,1000,1,1000,1
pp2112-C-7200,1000,1,1000,1
pp2112-C-7300,1000,1,1000,1
pp2112-C-7400,1000,1,1000,1
pp2112-C-7500,1000,1,1000,1
IO2109-C-6200,0,1,20,1
IO2109-P-6200,0,1,20,1
IO2112-C-6200,0,1,20,1
IO2112-P-6200,0,1,20,1
cu2109C64000,30,1,100,1
cu2109P64000,30,1,100,1
TA109C4400,100,1,100,1
RM109C3050,100,1,100,1
RM109P3050,100,1,100,1
RM111C2900,100,1,100,1
RM111P2900,100,1,100,1
ZC109C690,100,1,100,1
ZC109C700,100,1,100,1
ZC109C710,100,1,100,1
pp2201-C-8200,1000,1,1000,1
pp2112-C-7600,1000,1,1000,1
pp2112-C-7700,1000,1,1000,1
pp2112-C-7800,1000,1,1000,1
pp2112-C-7900,1000,1,1000,1
i2201-P-670,1000,1,1000,1
i2201-P-680,1000,1,1000,1
i2201-P-690,1000,1,1000,1
TA109P4400,100,1,100,1
lh2109,50,1,50,1
lh2111,50,1,50,1
lh2201,50,1,50,1
c2111-C-2960,100,1,100,1
c2111-C-2980,100,1,100,1
c2111-P-2960,100,1,100,1
c2111-P-2980,100,1,100,1
pg2112-C-4800,1000,1,1000,1
pg2112-P-4800,1000,1,1000,1
pp2201-C-8300,1000,1,1000,1
pp2201-C-8400,1000,1,1000,1
pp2201-C-8500,1000,1,1000,1
pp2201-C-8600,1000,1,1000,1
pp2201-C-8700,1000,1,1000,1
pp2201-C-8800,1000,1,1000,1
pp2201-C-8900,1000,1,1000,1
pp2201-C-9000,1000,1,1000,1
pp2201-C-9100,1000,1,1000,1
pp2201-P-6800,1000,1,1000,1
pp2201-P-6900,1000,1,1000,1
pp2201-P-7000,1000,1,1000,1
pp2201-P-7100,1000,1,1000,1
pp2201-P-7200,1000,1,1000,1
pp2201-P-7300,1000,1,1000,1
pp2201-P-7400,1000,1,1000,1
pp2201-P-7500,1000,1,1000,1
pp2201-P-7600,1000,1,1000,1
pp2201-P-7700,1000,1,1000,1
pp2201-P-7800,1000,1,1000,1
pp2201-P-7900,1000,1,1000,1
pp2201-P-8000,1000,1,1000,1
pp2201-P-8100,1000,1,1000,1
pp2201-P-8200,1000,1,1000,1
pp2201-P-8300,1000,1,1000,1
AP201,1000,1,1000,1
CJ201,1000,1,1000,1
CY201,1000,1,1000,1
FG201,1000,1,1000,1
JR201,1000,1,1000,1
LR201,1000,1,1000,1
MA201,1000,1,1000,1
OI201,1000,1,1000,1
PF201,1000,1,1000,1
PM201,1000,1,1000,1
RI201,1000,1,1000,1
RM201,1000,1,1000,1
SA201,1000,1,1000,1
SF201,1000,1,1000,1
SM201,1000,1,1000,1
UR201,1000,1,1000,1
WH201,1000,1,1000,1
SR111C5900,100,1,100,1
SR111P5900,100,1,100,1
ZC109P630,100,1,100,1
i2201-P-760,1000,1,1000,1
l2201-C-8800,1000,1,1000,1
l2201-P-8800,1000,1,1000,1
pg2201-C-4400,1000,1,1000,1
pg2201-C-4450,1000,1,1000,1
pg2201-P-4400,1000,1,1000,1
RM201C2400,100,1,100,1
RM201P2400,100,1,100,1
SR201C5000,100,1,100,1
SR201C5100,100,1,100,1
SR201C5200,100,1,100,1
SR201C5300,100,1,100,1
SR201C5400,100,1,100,1
SR201C5500,100,1,100,1
